Version,Rating,Date,Aspects,Body
20.01.4,5,1/29/20,"general,quality,experience",I was hesitant to change the way I was doing things and use quickbooks when we switched to it a few years back. It has literally transformed how we do things in such a positive manner! I look back to how I used to do it and regret not making the switch sooner.
20.01.4,4,1/28/20,"mobile,data,invoicing","It’s a good app but you should be able to mark invoices as paid and deposited via the app. 

My paid invoices are regularly, incorrectly shown as unpaid. I have to wait until I have time to go on my laptop and mark them as paid via the website"
20.01.4,3,1/28/20,"durability,experience","After installing the app, and attempting to access it results in crashing."
20.01.4,5,1/28/20,"general,quality,experience",As a small business this is unbelievably good value
20.01.4,5,1/28/20,"general,quality,experience","We have been using QuickBooks online for six years now And it is an absolute staple in our business. For a company to thrive and grow having good Systems and processes is crucial. QuickBooks meets a multitude of our business needs on A daily basis. 

W.Bratrud, VP
HB Electric Inc."
20.01.3,3,1/27/20,"dashboard,quality,durability,compatibility,updates",Dashboard and home button do nothing now. iPhone 11 Pro Max. Blank screen.
20.01.4,5,1/27/20,"general,quality,experience","See above. 

In the office, on the site. Wherever. 

I have used a broad range of applications over the last 20 years in business and Quickbooks is the simplest, functional piece of software for our consultancy business I have found.

Happy to recommend it to other small business owners who want to spend time in their profession and and not on the books."
19.10.1,3,1/26/20,"general,quality,experience","It's a vast improvement on another app I tried but the most basic pack makes me want more, upgrading now if I can so recommend you start with a higher grade package rather than the cheapest."
20.01.3,2,1/26/20,"general,quality,experience",This app has so many problems. It will freeze up and the only way to fix it is to delete he app and download it again. I wii ok old not recommend.
20.01.3,3,1/26/20,"design,navigation,accounting,dashboard,updates","New update has made navigating to the chart of accounts very annoying. You have to access one of 3 accounts (determined by QBs) that show up on the main page and then push the back button, magically the accounts list appears. Poor design, but a simple fix. I don’t mind that the menu button has moved to the bottom, just please add a “Chart of Accounts” link. Thanks."
20.01.3,1,1/26/20,"quality,design,experience,navigation,updates","DO NOT UPDATE! They really need to go back to the previous version of this app. Every time they make an update it seems to be useless tweaks in navigation, font size and anything else that adds no value or functionality. They really need to just work on bugs and leave the layout alone. 

With the latest update, they literally removed Every feature I used to use- dashboard widgets, P&L, balance sheet, bank account updating-all gone. It’s now absolutely useless."
20.01.3,1,1/25/20,"general,quality,experience",app stinks
20.01.3,1,1/25/20,"help,customers service,quality","Don’t waist your time. Trust my word. 

Update. I’m paying for 3 of the same app now and still can’t get any help."
20.01.3,2,1/24/20,"receipt match,quality,invoicing,payment,report,navigation,help,customers service,data","It works and some parts work very well. But key basic functions like receipt matching do not work in the app.

Worse, I’ve found that there are situations where the app reports very different results than the online system. It nearly resulted in us issuing incorrect 1099s because some sub contractor payments (such as those made in response to an invoice) disappeared completely from the app reports but are visible in the online version. Be VERY careful when using the app for any material reporting.

UPDATE: Caitlyn, thanks but the hot links don’t work. I’ve searched for those articles on our community site and found nothing. I searched the topics and also found nothing helpful except clear statements that the app is synced with the site. I sent in a ticket through normal channels two days ago and have heard nothing back."
20.01.3,1,1/24/20,experience,"It keep saying you already own this app so it will download, but nothing happens"
19.12.1,2,1/24/20,"help,interest,navigation,experience",This is far more cumbersome than Quicken was. The help desk has not been much help either. Wouldn’t you think as a business software it could put together a loan to a 3rd party with each payment allocated to the interest and principal due each month. Quicken can !!
20.01.3,3,1/24/20,"compatibility,experience",App doesn’t open on the new iPhone PRo
20.01.3,2,1/23/20,"receipt capture,quality,invoicing,payment,report,navigation,help,customers service,data","It works and some parts work very well. But key basic functions like receipt matching do not work in the app.

Worse, I’ve found that there are situations where the app reports very different results than the online system. It nearly resulted in us issuing incorrect 1099s because some sub contractor payments (such as those made in response to an invoice) disappeared completely from the app reports but are visible in the online version. Be VERY careful when using the app for any material reporting."
20.01.3,2,1/23/20,"payment,invoicing,accounting","I have never used Quickbooks before. As a business owner, when a client pays me, I fully expect my funds to be in my account. I made the grave mistake of having a client pay me through Quickbooks and now my funds are held hostage. I’ll go back to having paper checks that come through in 24hrs not ACH payments that Quickbooks holds for FIVE DAYS!!!! Absolutely worthless!"
20.01.3,5,1/23/20,"quality,experience",Is very good!! And very easy!
20.01.3,1,1/23/20,invoicing,The only reason I upgraded to QuickBooks on line was so that I could do estimates and invoicing on site. This app will allow me to do an estimate but will not let me do a partial invoice. If I can’t do a partial invoice on the app it’s simply a waste of time for my small fencing business.
20.01.3,1,1/22/20,"quality,experience,customers service,data","Terrible, terrible support. Continual promises of call backs from customer support agents on live chat never happen because the bugs you find are too hard. Open tickets for bugs never get resolved. You ask for a supervisor or manager and you have to email the person you’re complaining about?! Get told that because of system bugs you have to manually delete the key back in multiple entries. You’ll be left at year end with books that don’t balance like me. AVOID!"
20.01.3,4,1/22/20,"navigation,quality,experience","A lot of navigation buttons use white text on a light grey background, making them almost impossible to see. This makes navigation through the app very difficult."
20.01.3,1,1/20/20,"quality,experience,customers service,data",I decided to move forward with Quick books because of a friend recommending it to me. This has been one of the worst experiences ever. The customer service is terrible and the fact that quick books owes me money is even worst. I highly recommend that no one uses this service.
20.01.3,1,1/20/20,"quality,inventory,accounting",Now I just tried to use the app on an IPad And I cant even generate a journal entry... Grrrrrrrrrrrr!
20.01.3,1,1/19/20,"compatibility,experience,invoicing,transaction,",Worked great until about 1 week ago. Now I can’t see income and expense charts. Also can’t view and accept transactions. I’m using an iPhone 7.
20.01.3,1,1/19/20,"compatibility,mileage,experience,help",So far QuickBooks support has not been able to get the mileage tracking feature to work on my phone. IPhone6. Won’t manually of automatically track mileage and WB support has not resolved or explained why. Partial functionality is not good enough!
20.01.2,1,1/18/20,"quality,experience",Useless. Confusing and incomprehensible.
20.01.3,5,1/18/20,"quality,experience",Thanks
20.01.2,1,1/17/20,"compatibility,experience,customers service",Bought this app and was unable to get it to work with an IPad. 4 hours on the phone with this company and still no success. They charged me and told me to get my money back through Apple. There is an open known problem being worked on their end but user’s beware. You won’t find out until you’ve paid.
20.01.2,2,1/17/20,"receipt capture,help","I completely understand the business standpoint of this app. However there are regular people that would like to keep track of their receipts so that they can prepare their taxes much easier. 

When I was first introduced to this app via ad, it seemed as if it was a personal receipts app that allowed you to take a photo and save them. Not ONCE did the AD state it was intended for businesses. (The ad was on Instagram too. If I could go back and record it I would.) 

All in all the app is great for businesses but there should be a normal person standpoint. Meaning allowing people to track their receipts and then present them when taxes require so."
20.01.2,1,1/16/20,"data,navigation,experience,updates",I can’t even see my accounts anymore? Where did the accounts tab go??!
20.01.2,1,1/16/20,"quality,invoicing,compatibilty,banking,accounting","App has issues which never get fixed. Always receive a bug upon opening, can’t connect to bank account until refreshed, deleted invoices won’t delete, I no longer receive notifications when customers make payments. Tried reinstalling, nothing works. How do I get this corrected?"
20.01.2,1,1/16/20,"invoicing,receipt capture",It’s incredibly ridiculous that you can’t upload receipts from anywhere but your photos app. What if you get emailed an invoice? Nope can’t upload it!
20.01.2,1,1/16/20,"general,price",Need to pay after 30 days
20.01.1,4,1/15/20,"data,expenses,quality,updates","1st let me say, I love the app even though the updates caught me by surprise. 

Now that I got that out of the way..

I have over $3200 in expenses so far this month. However when I open the app on my phone it says I only have $271 worth of expenses. 
I quickly grabbed my computer to double check and all the expenses displayed correctly. 

If I open the P&L in the noble app, the expenses display there correctly as well. The issue just seems to be with the stand-alone expense widget with the chart. 

Please fix that. An option to remove it might be nice as well."
20.01.1,1,1/15/20,"general,experience",Worst company and app to deal with. Had to click 1 star they are negative 5 stars
20.01.1,1,1/15/20,"quality,mileage,navigation,updates",I was having trouble with the mileage tracker and now with the update I can’t even check the settings. Please fix this. I am paying for this service to help run my business. This isn’t a free game app.
20.01.0,1,1/14/20,"experience,quality,updates",Befoe you used to record bank feed but no more! This update ruined the quickbooks app
20.01.0,3,1/14/20,"experience,invoicing,price","I have a mobile veterinary service and use this for all of my billing while I'm on the road. It saves me time by allowing me to bill my clients on site at the time of service, and even process the credit card if they choose to pay that way. The only downside is that the cost per month Lewis going up."
20.01.1,1,1/14/20,"compatibility,data,experience,customers service,receipt capture,help","Update 
Quickbooks refuses to recognize they have a problem with data being displayed incorrectly on the iPad app. It simply doesn’t show all of the current expenses like the online version does. I deleted the app and reinstalled same problem, so please quickbooks support listen to us and fix the problem.

I’ve been quickbooks user for a long time and discovered this app gives a totally different set of numbers than quickbooks online does. Expenses are different than real version so please beware, you can’t trust the numbers. Contacted support to no avail. I guess they don’t read the other reviews either.
Received a response from developer tried all their suggestions results the same. My mobile app doesn’t display an accurate picture of expenses. Many others have noted the same thing. The solution isn’t to delete and reinstall the app. That’s not a solution that’s a work around."
20.01.0,1,1/14/20,"mileage,quality,customers service,compatibility","I have emailed for help, chatted with online help and nothing is solved. The last response I got from the chat support was “Oh.” There is something wrong with the app not my phone. I can’t even save mileage manually, I get an error that says “try back later” I am paying $40/month, this needs to work."
20.01.0,5,1/13/20,"general,experience","I have been using QB for two years now and I am very satisfied with what the program can do for me. 
I like the flexibility of being able to use it on my Tablet, Computer or my mobile phone."
20.01.0,1,1/12/20,"price,general","They bait you by saying its 50% off if you do it Now!
Above that statement they have a price of $24.99.
You are then forced to add all your info to get any farther.
Then they say you get 50% Off for 3 months at $12.99 and then it goes to $24.99 a month from then on.

Totally misleading on purpose. I refuse to use because of their tactics."
20.01.0,1,1/12/20,"integration,experience",The app isn’t syncing with online account data. Was hoping to use the app for quick entry while on the go.
20.01.0,5,1/11/20,"price,experience","I have used everything but Quick books because of the price point mostly but because of a coupon code I received I decided to give it a shot and I don’t know why I didn’t start here in the first place. Thank you guys so much, it has made my life so much easier!"
20.01.0,5,1/11/20,"payment,experience",App is great but don’t use the pay option. It took a week for the money to hit my account.
20.01.0,5,1/10/20,"quality,experience","Helps remove the fear & self doubt of being self employed, so glad I took the leap!"
20.01.0,4,1/10/20,"receipt capture,invoicing,data,quality","Having just started using the online version of QB, after 25years of desktop, I thought entering bills would be so much easier as I could take a photo on the app. But, no. Only ‘expenses’ can be entered which means invoices that are paid on the day they’re issued. Not much help and I’ve wasted a lot of time entering expenses only to mess up my VAT report. 
Please, I don’t want any more graphics, just the option to enter bills."
20.01.0,5,1/9/20,"quality,invoicing","Truly like the app now. I can import names from my iPhone and do many of the things I can do on a main computer.

I’d like to see them allow the entering of bills on the app. I’d use that all the time."
20.01.0,4,1/9/20,"quality,invoicing,customers","There are some glitches with a couple of the features but for the most part, it’s exactly what I need. A great help for record keeping and invoicing my customers efficiently. There should be an option to select and send multiple invoices at once. I have multiple invoices per customer each week."
20.01.0,5,1/9/20,"receipt capture,invoicing,payment,quality",I cannot say enough about the convenience of the app. I use it as soon as I get paid to log payments on it novices and enter sales receipts. This app and hiring a bookkeeper have been the best financial tools for the success of my business!
20.01.0,5,1/9/20,"experience,sales tax",Such an easy app to use as a new business owner and entrepreneur this really helps keep track of tax purposes and client sales!
20.01.0,1,1/8/20,"general,price","Does this app cost anything, I am a small business, I haven’t made a profit yet, and don’t have much money, any help?"
20.01.0,1,1/8/20,"quality,performance,data,updates,transaction",This is a new glitch since the update
20.01.0,1,1/8/20,"banking,quality,price","QuickBooks finally fixed the problem of not being able to enter the date for bank deposits in the app, but now it’s gone from bad to worse. Now the bank deposit entry page won’t load. You get “this feature is not available at this time”. You have to close the program over and over again to finally get the bank deposit entry to load, sometimes even power cycling my phone. For $40 per month (minimum) you think they’d put a little more resources into their app, but they don’t have to since they’re a monopoly. Still the buggiest app on my phone."
20.01.0,1,1/7/20,"quality,durability,compatibility",CRASHES NON STOP ON IPAD
20.01.0,1,1/7/20,"banking,quality,payment,invocing","I have had nothing but issues.
Last financial year it worked fine now it attached to my bank account it’s shocking. Press accept for payments and expenses do the full month,
I then go to profit and loss and shows no where near what I put in.
4 hours of my life I won’t get back I give up and cancelling my subs"
20.01.0,1,1/7/20,"mileage,quality",This app does not track mileage as advertised
20.01.0,5,1/7/20,experience,Great app for fast results
20.01.0,1,1/7/20,"invoicing,quality,updates","latest update breaks the invoices page layout.
long client names force the amount column into a single space column. now the amounts show like this. 
$1
2
3
4
instead if this $1234"
20.01.0,4,1/6/20,"customers,invoicing,quality","There are some glitches with a couple of the features but for the most part, it’s exactly what I need. A great help for record keeping and invoicing my customers efficiently."
20.01.0,3,1/6/20,"banking,quality","It will not connect with my back account consistently. Only when it wants to. Therefore it is unreliable and useless. 
This is a known issue."
20.01.0,1,1/6/20,"general,quality,banking,transaction",Terrible functionality. Doesn’t process many transactions. Don’t buy.
20.01.0,1,1/6/20,"quality,durability,help,customers service","Update: 1/6/20 still a garbage app even after multiple emails back and forth with quickbooks development team and now it’s been weeks since I heard from them the app still don’t work even after new updates 

App has been great up until 3 weeks ago now it no longer works! Crashes every time I try to open the app."
20.01.0,1,1/6/20,"quality,receipt capture,accounting",Quick books won’t upload garbage use and other accounting software.
20.01.0,1,1/5/20,price,"I wanted to try out quickbooks at the introductory price of 12.99 for three months, but got charged $24.99 for one month."
20.01.0,1,1/5/20,"general,experience,updates","Trying to use the App. Nothing is happening, app opens and it’s blank this morning. Preformed an update too, still nothing.
Garbage app, sorry."
20.01.0,5,1/5/20,"general,experience",The only mobile app I recommend if you are into real estate. It makes my job as a small real estate owner easier and smarter. Thanks Quickbooks for this amazing app. Great job on maintaining it. Cheers! 👍🥂
20.01.0,1,1/5/20,"price,experience","This app is useless for simple small business money in money out, it shouldn’t be this hard and definitely not worth the fight"
20.01.0,5,1/4/20,"general,experience",Never quits. Wicked easy to use.
20.01.0,1,1/3/20,"quality,mileage",I upgraded to this account from the self employed version and the mileage is a joke. I thought the self employed was horrible. It completely missed a whole day of travel and cut’s off trips in the middle of traveling. Or cuts the trips starting and ending if it even records the visit.
19.12.2,1,1/2/20,"quality,price,experience,payroll","Was forced to use qb online due to always changing fees for desktop version. always crashes. Hard to use. Terrible. Wish I could use another program.

New version has new colours!! Yay so practical!! Doesn’t accommodate QC payroll deductions like cssnt but that’s ok, it’s colourful. 

Intuit idiots."
19.12.2,1,1/2/20,"quality,accounting,reports",Can’t view charts of accounts or produce a P&L report. Boo. 👎
19.12.2,3,1/1/20,"quality,mileage,performance","The mileage tracking is an absolute nightmare. Stop trying to use my current locating and let me actual choose the locations I have saved. So, frustrating when your trying to bounce from job to job."
19.12.2,1,1/1/20,"quality,reports",Don’t waste your time punching in a bunch of data only to have limited access to reports and editing. Total BS.
19.12.2,1,1/1/20,"quality,price,compatibility","I regret having payed for an year, as it stopped working..."
19.12.2,1,12/30/19,"quality,compatibility","I depend on my QuickBooks app daily. As of yesterday, it doesn’t load on my iPhone 7 running iOS 13.3. Needs to be fixed please."
19.12.2,5,12/30/19,"experience,accounting",This is the best accounting software there is. QuickBooks makes my life so much easier and running my business is so much smoother with the available accounting options!
19.12.2,1,12/29/19,"quality,invoicing,banking,payment,updates","After the last update it stopped recognizing transactions. Even after the manual editing, still does not add them to my income. The same with the desktop app. The only difference is that the manual editing works on desktop."
19.12.2,1,12/28/19,"quality,invocing,price,customers support",Try to submit feedback and can’t within the app. They removed the quantity column from invoices and their support is dismissive. This is a big company who price gouges and doesn’t really care about it’s customers.
19.12.2,4,12/27/19,"quality,payroll,price","This program is extremely user friendly and makes book keeping easy for small business owners but the cost of doing payroll for employees is extremely expensive. 
I have 5 employees and it costs way to much for me to use Quickbooks 👎"
19.12.2,4,12/27/19,"general,quality,accounting","So far like this app. I need not go to my computer for bookkeeping or to see what’s going on with accounting. Only I am not happy about general entries. Earlier, I was able to open and see general entries. Now app doesn’t open general entry. When I tried to open, it took me back to homescreen."
19.12.2,1,12/26/19,"experience,compatibility","VERY poor, i’m trying to use it on iPad, very frustrated. Would not recommend"
19.12.2,1,12/26/19,"quality,price,durability,payroll,updates","Was forced to use qb online due to always changing fees for desktop version. always crashes. Hard to use. Terrible. Wish I could use another program.

New version has new colours!! Yay so practical!! Doesn’t accommodate QC payroll deductions like cssnt but that’s ok, it’s colourful. 

Intuit idiots."
19.12.2,1,12/25/19,"compatibility,updates",and yet they won’t a install once again on iOS you would think IT people would get it
19.12.2,1,12/23/19,performance,"This app is very very slow.. 10 minutes to load , another 10 minutes to load customer screen, and 15 minutes to apply 1 payment"
19.12.2,4,12/22/19,"quality,invoicing",The search feature needs improvement. Can only search by customer info. Can’t seem to search for an invoice by keywords that are in the invoice.
19.12.2,3,12/22/19,"quality,payment,invoicing,banking,updates,price,transaction","I use the app heavily on the road to do things like match payments to open invoices so I have less work to do at my desk. A recent update removed the ability for me to drill into my bank account and match transactions to expenses or payments. This is very frustrating for me as a business owner, along with the steadily rising monthly fee, and Intuit may eventually drive me off their platform. Small business owners need not to be squeezed by companies such as Intuit, but instead have simple, quality software that allows us to grow and not take up valuable revenue."
19.12.2,2,12/21/19,price,Already with $40 was high and now not sure when they changed to $50 per month. And now even more higher. Not even options
19.12.1,1,12/19/19,"quality,compatibility,price,customers service,help","...ive been using this platform for years now, and it was good initially but now its glitchy and unreliable and its compatibility with ios, and different browsers has become a big issue, i keep being fobbed off by the help team and nothing improves. My lowest review score ever is due to 3 things, lack of help when problems arise despite paying 6.99 a month, and the failings of the software in general, functions that no longer work, or input boxes that you cannot input too and thirdly a lack of cis compatibility. My accountant has been telling me to change from quickbooks as he refuses to use it at this point for the same reasons so this is my final month while i try to download what i can and get well away from this company"
19.12.1,1,12/19/19,"quality,data,durability,price,invoicing","All the time. When will I stop banging my head against the wall using this app. I’ve tried everything to resolve the crashing issue on this app and still it crashes and still I go back only to have my work lost over and over again hoping that this time it wont crash mid invoice or estimate. Please let us know when Intuit can develop an app that works. And lower your credit card rates too, why don’t ya?!
Intuit has so many different ways and apps and products... please just do what you’re supposed to do well, like a functioning QuickBooks."
19.12.1,5,12/18/19,"general,experience",Makes running my construction company easier than ever before. Don’t know how we ever managed without it.
19.12.1,5,12/18/19,"updates,navigation,customers service,banking,invoices","When they updated the app they changed how bank deposits are recorded. It used to be from the home screen you could tap the plus sign and in addition to entering a debit you could add a deposit. They took that away and I was confused. But their customer support responded quickly to my review explaining that they had moved it to the top three bars.
I’m solved! And I really appreciated them responding."
19.12.1,1,12/17/19,"data,quality,expense","I’ve been quickbooks user for a long time and discovered this app gives a totally different set of numbers than quickbooks online does. Expenses are different than real version so please beware, you can’t trust the numbers. Contacted support to no avail. I guess they don’t read the other reviews either.
Received a response from developer tried all their suggestions results the same. My mobile app doesn’t display an accurate picture of expenses. Many others have noted the same thing. The solution isn’t to delete and reinstall the app. That’s not a solution that’s a work around."
19.12.1,1,12/17/19,"general,experience",This app was written by someone who does not understand QuickBooks and its purpose. Get back to basics please if this is to be used by us.
19.12.1,4,12/17/19,"qualtiy,updates",Quit changing format up all the time.
19.12.1,1,12/17/19,"data,quality,updates","Even after the most recent update the app still dose not accurately reflect my QBO account. All information on vended and clients are not up to date. This had been an ongoing issue for more than a year now. I keep hoping with every update this will be correct, but nothing yet."
19.12.1,1,12/16/19,"data,quality,updates","The data on the app does not match the data on my computer when logged into QBO. This gets worse with the more time that passes by. The only way to fix this, at least temporarily, is to uninstall the app from my phone and reinstall it again. That is a real pain! I will now delete the app all together!,"
19.12.1,1,12/14/19,"data,quality,attachments,subscription,price,help","I use Quickbooks Online for several companies. It works great until you realize there is no way to actually archive your data when you no longer need an active subscription.

I closed a business this year and no longer needed an active QBO subscription for it. When I went and looked for a way to save a copy of everything for audit purposes (CRA requires you keep a record of everything for several years after your business closes) there was no option to properly back everything up. Quickbooks support will tell you you can export some spreadsheets but they are incomplete. Attachments and receipts are not included. 

It seems the only way to properly keep my records if i happen to need them in the future is continue paying a monthly subscription. 

I should be able to download a complete copy of MY DATA whenever I want. 

Give this a quick internet search and see what a problem it is. Also notice how Quickbooks staff never directly answer this question in the forums. 

If you want to be stuck paying a monthly subscription even when you don’t need to use the product anymore than this is the product for you!"
19.12.1,1,12/13/19,"data,quality,expense,customers service","I’ve been quickbooks user for a long time and discovered this app gives a totally different set of numbers than quickbooks online does. Expenses are different than real version so please beware, you can’t trust the numbers. Contacted support to no avail. I guess they don’t read the other reviews either."
19.12.1,5,12/13/19,"experience,general",Love it. Super easy to figure out and is great whether you’re on the go or at a computer.
19.12.1,3,12/13/19,"quality,payroll",I would love to be able to do up my company’s payroll on the fly if I’m out on a job site or on a business trip. Please fix this
19.12.1,5,12/12/19,"quality,expences",I love being able to add expenses while on the road. I appreciate the snapshot of where my business is performing. It is great to have a record of what’s going on!
19.12.0,5,12/12/19,"experience,general",I have enjoyed using the app. Has what I need for most part.
19.12.1,1,12/12/19,"quality,price","The various plans either offer too many bells and whistles or not enough basic functions for a small company. Tons of redundant functions, and glitches are rampant. And quite frankly, except for the 1-2 year beginning subscriptions, the plan prices are overly expensive. Cannot recommend this program/app at all."
19.12.1,1,12/12/19,"updates,quality",I can’t sign in. Keeps telling me my information is wrong even after resetting the password.
19.12.1,1,12/12/19,"updates,durability","After updating the recently, App is crashing. Unable to login"
19.12.1,1,12/11/19,"quality,currency,help,price,customers service","A pretty good product but let down by sneaky hidden limitations that conveniently prevent you downgrading. You may want to try the Essentials plan because it has multi currency, but beware. When you try and downgrade to Simple Start, you cannot. You might look up the help section “Downgrade your Quickbooks online plan” and read If you think your current QuickBooks Online plan isn't the right fit for your business, don't worry. You can downgrade. But quite a way down the page it states

QuickBooks Online Simple Start doesn’t have a multi-currency feature. If you have this feature turned on in your current plan, you won’t be able to switch to Simple Start.

Get in touch with us so we can help.

On the featured list for Multi-currency in Essentials, there is No Mention of this restriction. Now you probably tried Essentials BECAUSE of the multi-currency. So you might be kind of annoyed to discover that when you get in touch, you will be told by the call centre employee in the Philippines, “No you cannot”. No explanation as to why not. By this stage you will have spent an hour and be REALLY ANNOYED, when you think how they might have simply stated this CLEARLY when you were easing their material promoting their product, when you were planning which one might suit you. 

A billion dollar company, and they stoop to this level of ducking and weaving, locking you into paying TWICE the amount for something you have decided to TRY but then decided you don’t need. Until they fix this, I suggest you look elsewhere."
19.12.1,1,12/11/19,"customers service,quality,price","We are extremely dissatisfied with your customer services - it's a joke of 'customer service.' 

Quickbooks is just a facade because it doesn't really care for its clients. 

After hours of being on the phone with your Customer Service Labyrinth of Incompentence, we will take our business elsewhere and for every client that we have, we will tell them how awful Quickbooks is with it's robotic approach to Customer Service. 

It's a company that is very quick to take its money but takes no responsibility and accountability for when they drop the ball and make a mistake. 

It’s like the right hand has no idea what the left hand is doing. For an accounting software/company this is unacceptable."
19.12.1,3,12/11/19,"compatibility,durability",Crashing on 2018 iPad Pro. Multiple times
19.12.1,5,12/10/19,"general,quality","Amazing, don’t know how I kept track of my business before QuickBooks."
19.12.1,3,12/9/19,"general,quality,expences","Great program, easy to use and has lots of feature. At $20 month is pretty expensive for small small businesses."
19.12.1,5,12/9/19,"general,quality,expences","I enjoy each platform they offer for me, computer and iPhone. 
Only issue is they hiked up the annual price without notice. Still affordable but I was expecting the same price I originally paid."
19.12.1,2,12/9/19,"quality,mileage",The App works well except for mileage tracking
19.12.1,2,12/8/19,"payment,invoicing,updates","I can no longer record simple deposits from the mobile app. I’ve been using QuickBooks online for over a year now and make use of that functionality weekly.

Why did they take it away? Not every deposit is an invoice payment."
19.12.1,1,12/7/19,"durability,experience,receipt capture,quality","Update: it’s still crashing. I can’t upload ANY receipts from my phone. 🤬 what’s the point of using it if I can’t upload my receipts! 

Every time I try to upload a receipt from my phone, it crashes when I press save & doesn’t save at all. I’ve tried closing the app & trying again, but it does it every time, so basically I can’t take a picture of any receipt & upload it. 

Please fix!

Update: I still can’t upload a receipt unless I take a picture of it elsewhere & upload vs taking a picture of it on the app."
19.12.0,1,12/6/19,price,Wish there was an app like this for free the soon I started free trial next step was if I wanted 3months and pay or have a small discount and still pay /:
19.12.0,4,12/6/19,"quality,customers service,experience","I am a new business owner and so far this is working out quite well for me. I’ll start by saying I’ve never taken any classes on business or economics, and as far as employment goes over the course of my adult life I’ve held jobs that require enough knowledge of basic accounting/billing, computer/software, (and other skills of the like) to get by on common sense. When it comes to taxes— that’s a foreign language to me and filing every year has been pretty simple (no major deductions, write-offs, etc. to worry about other than claiming dependents), so TurboTax is typically my go-to.

That said, and with this all being new to me, I’ve found that QuickBooks is surprisingly user-friendly and fairly easy to figure out. There are still a few things I look at and I’m like “huh?”, but the customer support is pretty on-point as easy to contact (and work with to get help from). Most of the App interface is self-explanatory and the layout is easy to follow— it’s comfortable, for lack of a better word.

Initially, I was going to rate this App at 5 stars because I’m diggin’ it so far... but decided to go with 4 for one reason only— I wish there were more options within the App (as opposed to the online version accessed from a desktop/pc). Too many times, I’ve found myself frustrated because something I want to (or need to) do requires you to log in and use the website and won’t allow the action from the App... and I can’t always get to a computer to do so. Especially since I work in the service industry (not from home or in any other stationary place of business) and I’m always running around or on-site somewhere, so my phone is often all I have to work with. That’s it. Other than that, it’s pretty awesome!"
19.12.0,2,12/5/19,"help,experience",So far I’m pretty unhappy with this app because I thought that I could use it to track my time while I was with a client with a timer. I know that I read that somewhere when I was researching this app. That would have been a perfect feature. If this is something that I can actually do and someone can let me know how to do it I will change my rating to 4 or 5 stars.
19.12.0,2,12/5/19,"updates,experience","Can you please forget about the fancy fonts and new colours!!
First repair the many bugs and crucial features missing from this app so we can operate our business efficiently. Once that’s done feel free to change as many fonts as you like."
19.12.0,5,12/5/19,"experience,payroll,expenses","I am a startup welding company, so computers are not my strong suit. Literally self taught with QB’s help section, and a couple video tutorials. I mange my companies financials, expenses and payables on my own. This is a big feat being a Neanderthal who sticks metal together."
19.12.0,5,12/4/19,"experience,expenses",Using this app is like being your own accountant. It helps keep track of your income and expenses. I highly recommend to all self employed people.
19.12.0,5,12/4/19,"experience,general",Very good app! helps you learn a lot about coding!
19.11.3,1,12/3/19,"updates,experience",The new format is not adaptable for vision impair people
19.12.0,1,12/3/19,"compatibility,price,quality,customers service",Bought this app and was unable to get it to work with an IPad. 4 hours on the phone with this company and still no success. They charged me and told me to get my money back through Apple. There is an open known problem being worked on their end but user’s beware. You won’t find out until you’ve paid.
19.12.0,3,12/3/19,"data,compatibility,quality",When I am on my tablet the program will just randomly quit working and no of my work will be saved. It has been doing this for a few months
19.11.3,5,12/3/19,"general,experience",Quick books
19.12.0,5,12/3/19,"general,experience,accounting","It’s quick, easy and very helpful to have for me as an Author. Works well for all Book events and accounting."
19.12.0,4,12/3/19,"update,quality","They fixed the update.

I updated my rating."
19.12.0,5,12/2/19,"general,experience","Smart move to have quickbooks for a small business owner. Makes it easier to do my job - one man show !!!!

Ces Lico"
19.12.0,1,12/2/19,"compatibility,quality",Please fix
19.12.0,1,11/30/19,"compatibility,quality","The app is useless, I have to pull out my laptop or wait till I get to my home or office. I would love to use my iPad Pro, that I carry everywhere but the app is literally useless!!! Please fix asap"
19.12.0,2,11/30/19,"transaction,data,customers service,quality",This app needs serious attention. After years of putting up with this hot mess I’m fed up and rarely use it any more. No matter what I do I can’t get data to load that is any more recent than 2016 for most vendors. No one from tech support replies - ever. American Express transactions can’t be synched or approved in the app. About the only thing it’s useful for is matching typical transactions in our checking account.
19.11.3,1,11/29/19,"update,quality,price",I wouldn’t use this program if my accountant didn’t require it. Updates totally screw me up as I have to relearn. Latest update I can’t even put in a new deposit from several months ago because the program tells me the date is not valid. The other thing is we are already paying for the program but they constantly want more money to do basic accounting practices; upgrades according to QB. I get tired of seeing popups that tell me this program doesn’t offer that feature.
19.12.0,1,11/29/19,"update,quality,price","Don’t bother with this app. More time updating this weekly with version changes and bug fixes... 

Jokers

Edit; 29th Nov 2019 - this continues - just look at the version history log on the app..."
19.11.3,1,11/29/19,"quality,expenses,navigation","The expenses screen is still full of bugs. The whole thing goes wrong after adding a photo (which, incidentally, are now auto cropped even worse than before) and returning to the expenses screen. Don’t you test this stuff before releasing it?? (I’m on iPhone X)."
